,lor,lor1,lor2,lor3,lor4,street_id,street,sub_district,zip_code
8080,03200204,03,20,02,04,41138,Gurkensteig,Blanf,13159
8082,03500936,03,50,09,36,41140,Gürtelstraße,Weißs,13088
8084,03601449,03,60,14,49,41140,Gürtelstraße,Prenz,10409
8086,03500934,03,50,09,34,41141,Gustav-Adolf-Straße,Weißs,13086
8088,03500932,03,50,09,32,41141,Gustav-Adolf-Straße,Weißs,13086
8092,03300514,03,30,05,14,41146,Gutenfelsstraße,Blanb,13129
8094,03200308,03,20,03,08,6078,Guyotstraße,FrzBu,13127
8096,03300517,03,30,05,17,41148,Haakonweg,StaMa,13088
8097,03400723,03,40,07,23,41156,Hadlichstraße,Panko,13187
8099,03300411,03,30,04,11,41159,Haduweg,Karow,13125
8101,03701555,03,70,15,55,41164,Hagenauer Straße,Prenz,10435
8103,03300412,03,30,04,12,41165,Hagenstraße,Karow,13125
8105,03300411,03,30,04,11,6491,Halbe-Hufen-Weg,Karow,13125
8107,03400827,03,40,08,27,41170,Hallandstraße,Panko,13189
8109,03200205,03,20,02,05,10673,Hamamelisweg,Roset,13158
8111,03500934,03,50,09,34,41174,Hamburger Platz,Weißs,13086
8113,03500932,03,50,09,32,41174,Hamburger Platz,Weißs,13086
8114,03601449,03,60,14,49,43810,Hanns-Eisler-Straße,Prenz,10409
8116,11200512,11,20,05,12,41588,Hansastraße,AHohs,13053
8118,03501038,03,50,10,38,41588,Hansastraße,Weißs,13088
8120,11200410,11,20,04,10,41588,Hansastraße,AHohs,13051
8121,03400619,03,40,06,19,41230,Heegermühler Weg,Wilhe,13158
8122,03200204,03,20,02,04,10549,Heidekrautbahnring,Blanf,13159
8124,03400618,03,40,06,18,10662,Heilkräuterweg,Roset,13158
8126,03200205,03,20,02,05,10662,Heilkräuterweg,Roset,13158
8128,03300514,03,30,05,14,41247,Heimburgstraße,Blanb,13129
8130,03300516,03,30,05,16,41248,Heimdallstraße,Heind,13089
8132,03300412,03,30,04,12,41249,Heimfriedstraße,Karow,13125
8134,03500934,03,50,09,34,41252,Heinersdorfer Straße,Weißs,13086
8136,03300514,03,30,05,14,41251,Heinersdorfer Straße,Blanb,13129
8137,03300516,03,30,05,16,41251,Heinersdorfer Straße,Heind,13129
8138,03300515,03,30,05,15,41251,Heinersdorfer Straße,Blanb,13129
8139,03200207,03,20,02,07,8243,Heinrich-Böll-Straße,Nieds,13156
8141,03400620,03,40,06,20,41255,Heinrich-Mann-Platz,Nieds,13156
8143,03400620,03,40,06,20,41256,Heinrich-Mann-Straße,Nieds,13156
8145,03701659,03,70,16,59,41258,Heinrich-Roller-Straße,Prenz,10405
8147,03601452,03,60,14,52,42600,Heinz-Bartsch-Straße,Prenz,10407
8149,03601451,03,60,14,51,41040,Heinz-Kapelle-Straße,Prenz,10407
8151,03300517,03,30,05,17,41264,Helgiweg,StaMa,13088
8153,03601347,03,60,13,47,41270,Helmholtzplatz,Prenz,10437
8155,03200308,03,20,03,08,6816,Henrionweg,FrzBu,13127
8156,03300411,03,30,04,11,7901,Hentzeweg,Karow,13125
8158,03500936,03,50,09,36,41278,Herbert-Baum-Straße,Weißs,13088
8160,03500932,03,50,09,32,6522,Herbert-Bayer-Straße,Weißs,13086
8162,03601453,03,60,14,53,8701,Hermann-Blankenstein-Straße,Prenz,10249
8164,03400619,03,40,06,19,8741,Hermann-Günther-Straße,Roset,13158
8165,03200206,03,20,02,06,44815,Hermann-Hesse-Straße,Nieds,13156
8167,03400620,03,40,06,20,44815,Hermann-Hesse-Straße,Nieds,13156
8169,03500932,03,50,09,32,41438,Jacobsohnstraße,Weißs,13086
8171,03601453,03,60,14,53,8706,James-Hobrecht-Straße,Prenz,10247
8172,03200310,03,20,03,10,6857,Jean-Calas-Weg,FrzBu,13127
8174,03400829,03,40,08,29,8534,Jenny-Lind-Straße,Panko,13189
8176,03500932,03,50,09,32,6553,Johannes-Itten-Straße,Weißs,13086
8178,03400618,03,40,06,18,8963,Johannes-Kupke-Straße,Roset,13158
8180,03200205,03,20,02,05,10676,Johanniskrautweg,Roset,13158
8182,03601451,03,60,14,51,41681,John-Schehr-Straße,Prenz,10407
8184,03300517,03,30,05,17,41456,Jötunsteig,StaMa,13088
8186,03100101,03,10,01,01,10713,Jubiläumsapfelweg,FrzBu,13127
8188,03300514,03,30,05,14,41461,Jungbornstraße,Blanb,13129
8190,03400619,03,40,06,19,7920,Kabelitzweg,Roset,13158
8191,03200308,03,20,03,08,6122,Kalvinistenweg,FrzBu,13127
8193,03200310,03,20,03,10,6122,Kalvinistenweg,FrzBu,13127
8195,03200205,03,20,02,05,10678,Kampferweg,Roset,13158
8197,03300516,03,30,05,16,41475,Kandertaler Weg,Heind,13089
8199,03200309,03,20,03,09,10707,Kantapfelweg,FrzBu,13127
8201,03601244,03,60,12,44,41476,Kanzowstraße,Prenz,10439
8203,03200204,03,20,02,04,41477,Kapellenweg,Blanf,13159
8205,03300514,03,30,05,14,10591,Kapsperlingweg,Blanb,13129
8207,03300514,03,30,05,14,10597,Kapuzenzeisigweg,Blanb,13129
8209,03300411,03,30,04,11,6388,Karestraße,Karow,13125
8210,03200207,03,20,02,07,11057,Karlinekenweg,Nieds,13156
8212,03200310,03,20,03,10,10535,Karlshöhe,FrzBu,13127
8214,03400830,03,40,08,30,41489,Karlstadter Straße,Panko,13189
8216,03100103,03,10,01,03,41496,Karower Chaussee,Buch,13125
8217,03200205,03,20,02,05,10818,Kohlbornsteinweg,Roset,13158
8218,03300514,03,30,05,14,10589,Kokosfinkweg,Blanb,13129
8220,03701556,03,70,15,56,41601,Kollwitzstraße,Prenz,10405
8222,03701556,03,70,15,56,41601,Kollwitzstraße,Prenz,10435
8223,03701555,03,70,15,55,41601,Kollwitzstraße,Prenz,10435
8225,03701556,03,70,15,56,41602,Kolmarer Straße,Prenz,10405
8227,03300514,03,30,05,14,41609,Königsteinstraße,Blanb,13129
8229,03601142,03,60,11,42,41614,Kopenhagener Straße,Prenz,10437
8230,12100205,12,10,02,05,16239,Kopenhagener Straße,Reind,13407
8231,12100103,12,10,01,03,16239,Kopenhagener Straße,Reind,13407
8234,03400619,03,40,06,19,16239,Kopenhagener Straße,Wilhe,13158
8235,03400620,03,40,06,20,16239,Kopenhagener Straße,Wilhe,13158
8236,03200204,03,20,02,04,10550,Köppchenseeweg,Blanf,13159
8238,03200309,03,20,03,09,10698,Kornapfelweg,FrzBu,13127
8240,03200207,03,20,02,07,41629,Körnerstraße,Nieds,13156
8242,03300514,03,30,05,14,10598,Korsikazeisigweg,Blanb,13129
8244,03601142,03,60,11,42,41631,Korsörer Straße,Prenz,10437
8246,03300411,03,30,04,11,7194,Krähenfußzeile,Karow,13125
8248,03200205,03,20,02,05,10656,Kräuterplatz,Roset,13158
8250,03200205,03,20,02,05,10655,Kräuterweg,Roset,13158
8252,03300412,03,30,04,12,41651,Kreuzburger Straße,Karow,13125
8254,03200207,03,20,02,07,41652,Kreuzgraben,Nieds,13156
8256,03400620,03,40,06,20,41654,Kreuzsteg,Nieds,13158
8258,03400721,03,40,07,21,41656,Kreuzstraße,Panko,13187
8260,03300412,03,30,04,12,41660,Krontaler Straße,Karow,13125
8262,03300514,03,30,05,14,41660,Krontaler Straße,Blanb,13125
8265,03601243,03,60,12,43,41766,Lewaldstraße,Prenz,10439
8267,03300517,03,30,05,17,41771,Lichtelfensteg,StaMa,13088
8269,03300412,03,30,04,12,41775,Liebenstraße,Karow,13125
8270,03501037,03,50,10,37,41776,Liebermannstraße,Weißs,13088
8272,03501038,03,50,10,38,41776,Liebermannstraße,Weißs,13088
8274,03200205,03,20,02,05,10814,Liliensteinweg,Roset,13158
8276,03701657,03,70,16,57,44897,Lilli-Henoch-Straße,Prenz,10405
8277,03601245,03,60,12,45,44897,Lilli-Henoch-Straße,Prenz,10405
8279,03500936,03,50,09,36,41784,Lindenallee,Weißs,13088
8281,03400725,03,40,07,25,41786,Lindenberger Straße,Nieds,13156
8283,03100102,03,10,01,02,41788,Lindenberger Weg,Buch,13125
8284,03300514,03,30,05,14,41785,Lindenberger Weg,Blanb,13129
8285,03100103,03,10,01,03,41788,Lindenberger Weg,Buch,13125
8287,03601245,03,60,12,45,41789,Lindenhoekweg,Prenz,10409
8289,03300517,03,30,05,17,41802,Lindwurmweg,StaMa,13088
8291,03701660,03,70,16,60,40049,Liselotte-Herrmann-Straße,Prenz,10407
8293,03400830,03,40,08,30,41817,Lohmestraße,Panko,13189
8295,03300516,03,30,05,16,41820,Lokistraße,Heind,13089
8297,03300412,03,30,04,12,41821,Lönsstraße,Karow,13125
8299,03200205,03,20,02,05,10679,Lorbeerweg,Roset,13158
8301,03200205,03,20,02,05,10825,Lorenzsteinweg,Roset,13158
8303,03200204,03,20,02,04,10528,Lorraineweg,Blanf,13159
8305,03300411,03,30,04,11,7089,Lossebergplatz,Karow,13125
8306,03701554,03,70,15,54,41828,Lottumstraße,Prenz,10119
8308,03200308,03,20,03,08,11085,Louise-Henry-Straße,FrzBu,13127
8309,03200205,03,20,02,05,10959,Louis-Schmidt-Straße,Nieds,13156
8311,03200204,03,20,02,04,41832,Lübarser Weg,Blanf,13159
8313,03200205,03,20,02,05,10830,Luchssteinweg,Roset,13158
8314,03200309,03,20,03,09,4978,Ludwig-Quidde-Straße,FrzBu,13127
8316,03400827,03,40,08,27,41849,Lunder Straße,Panko,13189
8317,03200205,03,20,02,05,41851,Lutherstraße,Nieds,13156
8319,03601347,03,60,13,47,41856,Lychener Straße,Prenz,10437
8321,03200309,03,20,03,09,10872,Lyonstraße,FrzBu,13127
8323,03300514,03,30,05,14,10599,Magellanzeisigweg,Blanb,13129
8325,03500936,03,50,09,36,41860,Mahlerstraße,Weißs,13088
8327,03601450,03,60,14,50,41863,Maiglöckchenstraße,Prenz,10407
8329,03400722,03,40,07,22,41867,Majakowskiring,Nieds,13156
8331,03200206,03,20,02,06,41867,Majakowskiring,Nieds,13156
8333,03200205,03,20,02,05,10680,Majoranweg,Roset,13158
8335,03300517,03,30,05,17,41892,Malchower Chaussee,StaMa,13088
8336,11100101,11,10,01,01,41892,Malchower Chaussee,Malch,13051
8338,03300516,03,30,05,16,41870,Malchower Straße,Heind,13089
8340,03300517,03,30,05,17,41870,Malchower Straße,StaMa,13089
8342,03300517,03,30,05,17,41870,Malchower Straße,StaMa,13088
8343,03100101,03,10,01,01,41873,Malmedyer Straße,Buch,13125
8345,03601140,03,60,11,40,41874,Malmöer Straße,Prenz,10439
8347,03601245,03,60,12,45,41875,Mandelstraße,Prenz,10409
8349,03400725,03,40,07,25,41884,Margaretenaue,FrzBu,13127
8351,03701660,03,70,16,60,44916,Margarete-Sommer-Straße,Prenz,10407
8353,03601451,03,60,14,51,40273,Margarete-Walter-Straße,Prenz,10407
8355,03300516,03,30,05,16,11324,Marianne-Foerster-Straße,Heind,13089
8357,03300514,03,30,05,14,10995,Marie-Grünberg-Straße,Blanb,13129
8359,03701659,03,70,16,59,41891,Marienburger Straße,Prenz,10405
8361,03701658,03,70,16,58,41891,Marienburger Straße,Prenz,10405
8362,03200207,03,20,02,07,41893,Marienstraße,FrzBu,13127
8364,03200207,03,20,02,07,10882,Marmorweg,Roset,13158
8366,03300514,03,30,05,14,10584,Maronensperlingweg,Blanb,13129
8367,03200309,03,20,03,09,10871,Marseillestraße,FrzBu,13127
8369,03200310,03,20,03,10,9578,Martha-Fontane-Straße,FrzBu,13127
8371,03701554,03,70,15,54,9460,Marthashof,Prenz,10435
8373,03400619,03,40,06,19,41911,Marthastraße,Wilhe,13158
8374,03200207,03,20,02,07,41910,Marthastraße,Nieds,13156
8377,03300514,03,30,05,14,10600,Maskenzeisigweg,Blanb,13129
8379,03400826,03,40,08,26,41918,Masurenstraße,Panko,13189
8381,03300411,03,30,04,11,6466,Matestraße,Karow,13125
8383,03200310,03,20,03,10,6141,Matthieustraße,FrzBu,13127
8385,03400619,03,40,06,19,3532,Maurice-Ravel-Straße,Roset,13158
8387,03400826,03,40,08,26,41929,Maximilianstraße,Panko,13187
8389,03400828,03,40,08,28,41930,Max-Koska-Straße,Panko,13189
8391,03400829,03,40,08,29,43822,Max-Lingner-Straße,Panko,13189
8393,03500935,03,50,09,35,41931,Max-Steinke-Straße,Weißs,13086
8395,03501038,03,50,10,38,41932,Mayener Weg,Weißs,13088
8397,03200308,03,20,03,08,6112,Mazetstraße,FrzBu,13127
8398,03300514,03,30,05,14,10603,Meisengimpelweg,Blanb,13129
8400,03701659,03,70,16,59,41942,Mendelssohnstraße,Prenz,10405
8402,03400723,03,40,07,23,41943,Mendelstraße,Panko,13187
8404,03400724,03,40,07,24,41943,Mendelstraße,Panko,13187
8406,03701556,03,70,15,56,41954,Metzer Straße,Prenz,10405
8408,03100101,03,10,01,01,41956,Mewesstraße,Buch,13125
8409,03300514,03,30,05,14,10601,Mexikozeisigweg,Blanb,13129
8411,03500936,03,50,09,36,41957,Meyerbeerstraße,Weißs,13088
8413,03601244,03,60,12,44,41958,Meyerheimstraße,Prenz,10439
8415,03601449,03,60,14,49,41961,Michelangelostraße,Prenz,10409
8416,03300516,03,30,05,16,41962,Midgardstraße,Heind,13089
8418,03601142,03,60,11,42,41965,Milastraße,Prenz,10437
8420,03400830,03,40,08,30,41967,Miltenberger Weg,Panko,13189
8422,03300516,03,30,05,16,41968,Mimestraße,Heind,13089
8423,03200308,03,20,03,08,10924,Mirabellenblütenweg,FrzBu,13127
8425,03500933,03,50,09,33,41971,Mirbachplatz,Weißs,13086
8426,03500935,03,50,09,35,41971,Mirbachplatz,Weißs,13086
8427,03200204,03,20,02,04,10939,Mispelweg,Blanf,13159
8429,03400620,03,40,06,20,41975,Mittelsteg,Nieds,13158
8431,03300514,03,30,05,14,41976,Mittelstraße,Blanb,13129
8432,03200205,03,20,02,05,41979,Mittelstraße,Roset,13158
8435,03200204,03,20,02,04,44586,Möllersfelde,Blanf,13127
8436,03400619,03,40,06,19,41989,Möllersfelder Straße,Wilhe,13158
8438,03200204,03,20,02,04,44690,Möllersfelder Weg,Blanf,13159
8440,01100310,01,10,03,10,41991,Mollstraße,Mitte,10178
8442,01100311,01,10,03,11,41991,Mollstraße,Mitte,10178
8444,02400520,02,40,05,20,41991,Mollstraße,Frhai,10249
8446,03701659,03,70,16,59,41991,Mollstraße,Prenz,10405
8448,03400618,03,40,06,18,41992,Mönchmühler Straße,Roset,13158
8450,03200204,03,20,02,04,41992,Mönchmühler Straße,Blanf,13158
8451,03200204,03,20,02,04,41992,Mönchmühler Straße,Blanf,13159
8453,03200309,03,20,03,09,10703,Mönchsapfelweg,FrzBu,13127
8455,03200204,03,20,02,04,10551,Moorwiesenring,Blanf,13159
8457,03300514,03,30,05,14,10575,Morgenammerweg,Blanb,13129
8458,03300516,03,30,05,16,42000,Morschacher Weg,Heind,13089
8460,03300412,03,30,04,12,42002,Möserstraße,Karow,13125
8462,03400619,03,40,06,19,42008,Mozartstraße,Wilhe,13158
8464,03300514,03,30,05,14,42019,Mühlenstraße,Blanb,13129
8465,03400721,03,40,07,21,42022,Mühlenstraße,Panko,13187
8466,03200310,03,20,03,10,42020,Mühlenstraße,FrzBu,13127
8467,03200309,03,20,03,09,42020,Mühlenstraße,FrzBu,13127
8472,03400826,03,40,08,26,42022,Mühlenstraße,Panko,13187
8474,03400723,03,40,07,23,42022,Mühlenstraße,Panko,13187
8476,03701556,03,70,15,56,42028,Mülhauser Straße,Prenz,10405
8478,03200205,03,20,02,05,10826,Müllersteinweg,Roset,13158
8480,03300411,03,30,04,11,7131,Münchehagenstraße,Karow,13125
8482,03300516,03,30,05,16,42042,Muspelsteig,Heind,13088
8483,03300517,03,30,05,17,42042,Muspelsteig,StaMa,13088
8485,03500936,03,50,09,36,42043,Mutziger Straße,Weißs,13088
8487,03300517,03,30,05,17,42046,Nachtalbenweg,StaMa,13088
8489,03200205,03,20,02,05,10681,Nachtkerzenweg,Roset,13158
8491,03100102,03,10,01,02,42047,Nadrauer Straße,Buch,13125
8493,03300412,03,30,04,12,42049,Nahestraße,Karow,13125
8495,03200308,03,20,03,08,6077,Nantesstraße,FrzBu,13127
8497,03601245,03,60,12,45,42051,Naugarder Straße,Prenz,10409
8499,03200309,03,20,03,09,10704,Nelkenapfelweg,FrzBu,13127
8500,03300411,03,30,04,11,42056,Nerthusweg,Karow,13125
8502,03400618,03,40,06,18,42057,Nesselweg,Roset,13158
8504,03300412,03,30,04,12,42058,Nettestraße,Karow,13125
8505,03501038,03,50,10,38,42224,Perler Straße,Weißs,13088
8506,03400722,03,40,07,22,42228,Pestalozzistraße,Panko,13187
8508,03200309,03,20,03,09,10701,Petersapfelweg,FrzBu,13127
8510,03200308,03,20,03,08,6154,Petitweg,FrzBu,13127
8512,03200309,03,20,03,09,10702,Pfaffenapfelweg,FrzBu,13127
8514,03200205,03,20,02,05,10808,Pfaffensteinweg,Roset,13158
8516,03300411,03,30,04,11,6393,Pfannschmidtstraße,Karow,13125
8518,03400829,03,40,08,29,8531,Pfarrer-Jungklaus-Straße,Panko,13189
8520,03200205,03,20,02,05,44599,Pfarrer-Lenzel-Straße,Nieds,13156
8522,03400618,03,40,06,18,10683,Pfefferminzweg,Roset,13158
8524,03400620,03,40,06,20,42242,Pfeilstraße,Nieds,13156
8526,03200207,03,20,02,07,10929,Pfirsichblütenweg,FrzBu,13127
8527,03200308,03,20,03,08,10926,Pflaumenblütenweg,FrzBu,13127
8529,03200204,03,20,02,04,10534,Picardieweg,Blanf,13159
8531,03400721,03,40,07,21,42251,Pichelswerderstraße,Panko,13187
8533,03601449,03,60,14,49,42252,Pieskower Weg,Prenz,10409
8535,03501038,03,50,10,38,42253,Piesporter Straße,Weißs,13088
8537,03300517,03,30,05,17,42253,Piesporter Straße,StaMa,13088
8539,03501037,03,50,10,37,42253,Piesporter Straße,Weißs,13088
8541,03300514,03,30,05,14,10604,Pirolgimpelweg,Blanb,13129
8543,03500935,03,50,09,35,42261,Pistoriusplatz,Weißs,13086
8545,03500933,03,50,09,33,42262,Pistoriusstraße,Weißs,13086
8547,03500932,03,50,09,32,42262,Pistoriusstraße,Weißs,13086
8549,03500934,03,50,09,34,42262,Pistoriusstraße,Weißs,13086
8551,03500935,03,50,09,35,42262,Pistoriusstraße,Weißs,13086
8553,03200205,03,20,02,05,42266,Platanenstraße,Nieds,13156
8554,03400619,03,40,06,19,42266,Platanenstraße,Nieds,13156
8556,03400620,03,40,06,20,42266,Platanenstraße,Nieds,13156
8558,03200206,03,20,02,06,42266,Platanenstraße,Nieds,13156
8560,03200205,03,20,02,05,10831,Pöhligsteinweg,Roset,13158
8561,03501038,03,50,10,38,42291,Polcher Weg,Weißs,13088
8563,03100102,03,10,01,02,42295,Pölnitzweg,Buch,13125
8564,03100101,03,10,01,01,42295,Pölnitzweg,Buch,13125
8566,03200207,03,20,02,07,8607,Posaunenweg,FrzBu,13127
8568,03400721,03,40,07,21,42297,Pradelstraße,Panko,13187
8570,03701659,03,70,16,59,42299,Prenzlauer Allee,Prenz,10405
8572,03701658,03,70,16,58,42299,Prenzlauer Allee,Prenz,10405
8574,03701657,03,70,16,57,42299,Prenzlauer Allee,Prenz,10405
8576,03601245,03,60,12,45,42299,Prenzlauer Allee,Prenz,10405
8578,03601245,03,60,12,45,42299,Prenzlauer Allee,Prenz,10409
8580,03601244,03,60,12,44,42299,Prenzlauer Allee,Prenz,10409
8582,03601348,03,60,13,48,42299,Prenzlauer Allee,Prenz,10405
8584,03701555,03,70,15,55,42299,Prenzlauer Allee,Prenz,10405
8586,03701556,03,70,15,56,42299,Prenzlauer Allee,Prenz,10405
8588,03701659,03,70,16,59,42300,Prenzlauer Berg,Prenz,10405
8590,03500934,03,50,09,34,42302,Prenzlauer Promenade,Weißs,13086
8592,03300516,03,30,05,16,42302,Prenzlauer Promenade,Heind,13089
8594,03400831,03,40,08,31,42302,Prenzlauer Promenade,Panko,13189
8596,03400830,03,40,08,30,42302,Prenzlauer Promenade,Panko,13189
8598,03400829,03,40,08,29,42302,Prenzlauer Promenade,Panko,13189
8600,03400828,03,40,08,28,42302,Prenzlauer Promenade,Panko,13189
8601,03601348,03,60,13,48,42366,Raumerstraße,Prenz,10437
8602,03601347,03,60,13,47,42366,Raumerstraße,Prenz,10437
8604,03200205,03,20,02,05,10813,Rauschensteinweg,Roset,13158
8606,03300514,03,30,05,14,10580,Reisfinkweg,Blanb,13129
8608,03501037,03,50,10,37,42390,Rennbahnstraße,Weißs,13086
8610,03500932,03,50,09,32,42390,Rennbahnstraße,Weißs,13086
8612,03500933,03,50,09,33,42390,Rennbahnstraße,Weißs,13086
8614,03200309,03,20,03,09,10988,Rennesstraße,FrzBu,13127
8616,03200204,03,20,02,04,10553,Reppfuhlring,Blanf,13159
8618,03400721,03,40,07,21,42392,Rettigweg,Panko,13187
8620,03400830,03,40,08,30,42393,Retzbacher Weg,Panko,13189
8622,03400619,03,40,06,19,8524,Rhapsodieweg,Roset,13158
8624,03300514,03,30,05,14,42396,Rheinfelsstraße,Blanb,13129
8626,03601142,03,60,11,42,42401,Rhinower Straße,Prenz,10437
8628,03300514,03,30,05,14,42403,Rhönstraße,Blanb,13129
8630,03601453,03,60,14,53,8968,Richard-Ermisch-Straße,Prenz,10247
8632,03601245,03,60,12,45,42413,Rietzestraße,Prenz,10409
8634,03400618,03,40,06,18,42418,Rispenweg,Roset,13158
8636,03200205,03,20,02,05,10812,Rittersteinweg,Roset,13158
8638,03100101,03,10,01,01,42423,Röbellweg,Buch,13125
8640,03100103,03,10,01,03,43695,Robert-Rössle-Straße,Buch,13125
8642,03601243,03,60,12,43,42431,Rodenbergstraße,Prenz,10439
8644,03500935,03,50,09,35,42441,Roelckestraße,Weißs,13086
8646,03500933,03,50,09,33,42441,Roelckestraße,Weißs,13086
8648,03501037,03,50,10,37,42441,Roelckestraße,Weißs,13088
8649,03500932,03,50,09,32,42441,Roelckestraße,Weißs,13086
8651,03500934,03,50,09,34,42441,Roelckestraße,Weißs,13086
8653,03300514,03,30,05,14,10566,Rohrammerweg,Blanb,13129
8655,03200204,03,20,02,04,10554,Röhrichtweg,Blanf,13159
8657,03300411,03,30,04,11,6441,Röländer Straße,Karow,13125
8659,03400725,03,40,07,25,42447,Rolandstraße,Nieds,13156
8661,03300516,03,30,05,16,42450,Romain-Rolland-Straße,Heind,13089
8663,03500932,03,50,09,32,42450,Romain-Rolland-Straße,Heind,13089
8665,03100102,03,10,01,02,42453,Röntgentaler Weg,Buch,13125
8666,03100102,03,10,01,02,11252,Rosa-Coutelle-Straße,Buch,13125
8668,03200309,03,20,03,09,10709,Rosenapfelweg,FrzBu,13127
8670,03300514,03,30,05,14,10588,Rosenbauchfinkweg,Blanb,13129
8672,03200207,03,20,02,07,7077,Rosenthaler Grenzweg,Roset,13156
8674,03200207,03,20,02,07,7077,Rosenthaler Grenzweg,Nieds,13156
8677,03200308,03,20,03,08,42460,Rosenthaler Straße,FrzBu,13127
8679,03200308,03,20,03,08,42462,Rosenthaler Weg,FrzBu,13127
8680,03200204,03,20,02,04,42462,Rosenthaler Weg,Blanf,13127
8681,03200204,03,20,02,04,42462,Rosenthaler Weg,Blanf,13159
8684,03200310,03,20,03,10,42462,Rosenthaler Weg,FrzBu,13127
8686,03100102,03,10,01,02,11253,Rose-Scheuer-Karpin-Straße,Buch,13125
8687,03500936,03,50,09,36,42465,Rossinistraße,Weißs,13088
8689,03400618,03,40,06,18,9027,Rosskastanienhof,Roset,13158
8691,03300514,03,30,05,14,10583,Rostsperlingweg,Blanb,13129
8692,03300516,03,30,05,16,42470,Rothenbachstraße,Heind,13089
8694,03300514,03,30,05,14,10568,Rotkardinalweg,Blanb,13129
8695,03200205,03,20,02,05,10685,Rotkleeweg,Roset,13158
8697,03200205,03,20,02,05,10827,Rotsteinweg,Roset,13158
8698,03200207,03,20,02,07,8893,Rousseauweg,Nieds,13156
8700,03300412,03,30,04,12,42479,Rübländerstraße,Karow,13125
8702,03300514,03,30,05,14,42481,Rudelsburgstraße,Blanb,13129
8704,03601452,03,60,14,52,42139,Rudi-Arndt-Straße,Prenz,10407
8706,03300514,03,30,05,14,42483,Rüdigerstraße,Blanb,13129
8708,03500932,03,50,09,32,6527,Rudolf-Baschant-Straße,Weißs,13086
8710,03400722,03,40,07,22,5029,Rudolf-Ditzen-Weg,Nieds,13156
8712,03200206,03,20,02,06,9285,Rudolf-Majut-Straße,Nieds,13156
8713,03601451,03,60,14,51,40757,Rudolf-Schwarz-Straße,Prenz,10407
8715,03300516,03,30,05,16,10914,Rudolf-Spitzley-Straße,Heind,13089
8716,03300517,03,30,05,17,42500,Runenzeile,StaMa,13088
8717,03200310,03,20,03,10,8407,Rupertweg,FrzBu,13127
8719,03300411,03,30,04,11,6465,Rutenzeile,Karow,13125
8721,03300412,03,30,04,12,42510,Rybniker Straße,Karow,13125
8723,03701556,03,70,15,56,42511,Rykestraße,Prenz,10405
8725,03701555,03,70,15,55,42511,Rykestraße,Prenz,10405
8729,03300517,03,30,05,17,9033,Saaler Bogen,StaMa,13088
8731,03701556,03,70,15,56,42512,Saarbrücker Straße,Prenz,10405
8733,03400619,03,40,06,19,42516,Sachsenstraße,Nieds,13156
8735,03300514,03,30,05,14,10573,Safranammerweg,Blanb,13129
8737,03300515,03,30,05,15,10573,Safranammerweg,Blanb,13129
8738,03300413,03,30,04,13,7226,Sägebockweg,Karow,13125
8740,03300411,03,30,04,11,7226,Sägebockweg,Karow,13125
8742,03400826,03,40,08,26,42525,Samländische Straße,Panko,13189
8743,03300412,03,30,04,12,42528,Sandbergstraße,Karow,13125
8745,03300516,03,30,05,16,42533,Sarner Weg,Heind,13089
8746,03200308,03,20,03,08,8298,Saupéweg,FrzBu,13127
8748,03200204,03,20,02,04,10526,Savoyenweg,Blanf,13159
8750,03300516,03,30,05,16,42535,Schächentaler Weg,Heind,13089
8752,03300514,03,30,05,14,42538,Schäferstege,Blanb,13129
8754,03100102,03,10,01,02,42539,Schalauer Straße,Buch,13125
8756,03300514,03,30,05,14,42542,Scharfensteinstraße,Blanb,13129
8758,03500934,03,50,09,34,42549,Scharnweberstraße,Weißs,13086
8760,03601243,03,60,12,43,42555,Scherenbergstraße,Prenz,10439
8762,03200207,03,20,02,07,10894,Schiefertonweg,Roset,13158
8764,03601245,03,60,12,45,42558,Schieritzstraße,Prenz,10409
8766,03200204,03,20,02,04,42560,Schildower Straße,Blanf,13159
8768,03200207,03,20,02,07,42565,Schillerstraße,Nieds,13156
8769,03400619,03,40,06,19,42566,Schillerstraße,Wilhe,13158
8772,03200204,03,20,02,04,42568,Schillingweg,Blanf,13159
8773,03200310,03,20,03,10,42568,Schillingweg,FrzBu,13127
8774,03601141,03,60,11,41,44895,Schivelbeiner Straße,Prenz,10439
8776,03601140,03,60,11,40,44895,Schivelbeiner Straße,Prenz,10439
8780,03601347,03,60,13,47,42577,Schliemannstraße,Prenz,10437
8782,03400725,03,40,07,25,42580,Schloßallee,Panko,13156
8783,03400725,03,40,07,25,42580,Schloßallee,Nieds,13156
8787,03100101,03,10,01,01,42586,Schmetstorpweg,Buch,13125
8789,03500932,03,50,09,32,42591,Schmohlstraße,Weißs,13086
8791,03300514,03,30,05,14,10571,Schneeammerweg,Blanb,13129
8793,03300514,03,30,05,14,10585,Schneefinkweg,Blanb,13129
8794,03601450,03,60,14,50,42595,Schneeglöckchenstraße,Prenz,10407
8796,03300516,03,30,05,16,42596,Schneehornpfad,Heind,13089
8798,03200205,03,20,02,05,10686,Schnittlauchweg,Roset,13158
8800,03400827,03,40,08,27,42609,Schonensche Straße,Panko,10439
8802,03400827,03,40,08,27,42609,Schonensche Straße,Panko,13189
8804,03200309,03,20,03,09,42611,Schönerlinder Straße,FrzBu,13127
